,continentEnglishName,countryName,countryEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
16103,South America,秘鲁,Peru,363,0.0,0,5,2020-03-23
16104,Asia,菲律宾,Philippines,380,0.0,17,25,2020-03-23
16105,Europe,罗马尼亚,Romania,367,0.0,31,1,2020-03-23
16106,Europe,爱沙尼亚,Estonia,326,0.0,0,0,2020-03-23
16107,Asia,新加坡,Singapore,455,0.0,140,2,2020-03-23
16108,North America,墨西哥,Mexico,316,0.0,1,2,2020-03-23
16109,North America,巴拿马,Panama,313,0.0,0,3,2020-03-23
16110,Africa,南非,South Africa,274,0.0,0,0,2020-03-23
16111,South America,阿根廷,Argentina,266,0.0,1,4,2020-03-23
16112,Africa,埃及,Egypt,327,0.0,56,14,2020-03-23
16113,Asia,黎巴嫩,Lebanon,245,0.0,8,4,2020-03-23
16114,Europe,塞尔维亚,Republic of Serbia,222,0.0,0,2,2020-03-23
16115,South America,哥伦比亚,Colombia,210,0.0,0,1,2020-03-23
16116,Europe,克罗地亚,Croatia,206,0.0,5,1,2020-03-23
16117,Asia,亚美尼亚,Armenia,190,0.0,2,0,2020-03-23
16118,Europe,斯洛伐克,Slovakia,185,0.0,0,1,2020-03-23
16119,Asia,巴林,Bahrain,334,0.0,149,2,2020-03-23
16120,Europe,保加利亚,Bulgaria,187,0.0,3,3,2020-03-23
16121,Africa,阿尔及利亚,Algeria,201,0.0,12,17,2020-03-23
16122,Asia,科威特,Kuwait,188,0.0,30,0,2020-03-23
16123,Asia,伊拉克,Iraq,233,0.0,57,20,2020-03-23
16124,Europe,立陶宛,Lithuania,141,0.0,1,1,2020-03-23
16125,Europe,拉脱维亚,Latvia,139,0.0,0,0,2020-03-23
16126,South America,乌拉圭,Uruguay,135,0.0,0,0,2020-03-23
16127,North America,哥斯达黎加,Costa Rica,134,0.0,0,2,2020-03-23
16128,Europe,圣马力诺,San Marino,151,0.0,2,20,2020-03-23
16129,Europe,匈牙利,Hungary,131,0.0,7,4,2020-03-23
16130,Europe,安道尔,Andorra,114,0.0,1,1,2020-03-23
16131,Asia,约旦,Jordan,112,0.0,1,0,2020-03-23
16132,Africa,摩洛哥,Morocco,115,0.0,3,4,2020-03-23
16133,Oceania,新西兰,New Zealand,102,4.0,0,0,2020-03-23
16134,Asia,越南,Vietnam,113,0.0,17,0,2020-03-23
16135,Asia,塞浦路斯,Cyprus,95,0.0,0,1,2020-03-23
16136,Asia,柬埔寨,Kampuchea (Cambodia ),95,0.0,2,0,2020-03-23
16137,Europe,摩尔多瓦,Moldova,94,0.0,1,1,2020-03-23
16138,Europe,法罗群岛,Faroe,92,0.0,0,0,2020-03-23
16139,Europe,波黑,Bosnia and Herzegovina,92,0.0,0,1,2020-03-23
16140,Europe,北马其顿,North Macedonia,85,0.0,0,0,2020-03-23
16141,Asia,文莱,Brunei,88,0.0,4,0,2020-03-23
16142,Asia,斯里兰卡,SriLanka,81,0.0,1,0,2020-03-23
16143,South America,委内瑞拉,Venezuela,77,0.0,0,0,2020-03-23
16144,Europe,阿尔巴尼亚,Albania,76,0.0,0,2,2020-03-23
16145,Europe,马耳他,Malta,73,0.0,0,0,2020-03-23
16146,Africa,突尼斯,Tunisia,75,0.0,0,3,2020-03-23
16147,Africa,布基纳法索,Burkina Faso,72,0.0,5,3,2020-03-23
16148,Africa,塞内加尔,Senegal,67,0.0,5,0,2020-03-23
16149,Europe,白俄罗斯,Belarus,76,0.0,15,0,2020-03-23
16150,Asia,哈萨克斯坦,Kazakstan,56,0.0,0,0,2020-03-23
16151,Asia,阿塞拜疆,Azerbaijan,65,0.0,10,1,2020-03-23
16152,Asia,格鲁吉亚,Georgia,54,0.0,3,0,2020-03-23
16153,Africa,留尼旺,Reunion,47,0.0,0,0,2020-03-23
16154,Asia,乌兹别克斯坦,Uzbekistan,43,0.0,0,0,2020-03-23
16155,Asia,巴勒斯坦,Palestine,59,0.0,17,0,2020-03-23
16156,Asia,阿富汗,Afghanistan,40,0.0,0,0,2020-03-23
16157,Africa,喀麦隆,Cameroon,40,0.0,0,0,2020-03-23
16158,Asia,阿曼,Oman,55,0.0,17,0,2020-03-23
16159,Europe,列支敦士登,Liechtenstein,36,0.0,0,0,2020-03-23
16160,Africa,尼日利亚,Nigeria,30,0.0,2,0,2020-03-23
16161,Africa,刚果（金）,Democratic Republic of the Congo,30,0.0,0,2,2020-03-23
16162,Africa,毛里求斯,Mauritius,28,0.0,0,2,2020-03-23
16163,Africa,科特迪瓦,Ivory Coast,25,0.0,1,0,2020-03-23
16164,Europe,摩纳哥,Monaco,23,0.0,0,0,2020-03-23
16165,South America,巴拉圭,Paraguay,22,0.0,0,1,2020-03-23
16166,Asia,孟加拉国,Bangladesh,27,0.0,5,2,2020-03-23
16167,North America,波多黎各,Puerto Rico,21,0.0,0,1,2020-03-23
16168,South America,玻利维亚,Bolivia,19,0.0,0,0,2020-03-23
16169,North America,危地马拉,Guatemala,17,0.0,0,1,2020-03-23
16170,Africa,肯尼亚,Kenya,15,0.0,0,0,2020-03-23
16171,Oceania,法属波利尼西亚,French Polynesia,15,0.0,0,0,2020-03-23
16172,Europe,泽西岛,Bailiwick of Jersey,15,0.0,0,0,2020-03-23
16173,Oceania,关岛,Guam,15,0.0,0,1,2020-03-23
16174,Asia,吉尔吉斯斯坦,,14,0.0,0,0,2020-03-23
16175,Africa,坦桑尼亚,Tanzania,12,0.0,0,0,2020-03-23
16176,Africa,马约特,,11,0.0,0,0,2020-03-23
16177,Africa,赤道几内亚,The Republic of Equatorial Guinea,9,0.0,0,0,2020-03-23
16178,Africa,埃塞俄比亚,Ethiopia,11,0.0,4,0,2020-03-23
16179,Africa,塞舌尔,Seychelles,7,0.0,0,0,2020-03-23
16180,North America,美属维尔京群岛,,6,0.0,0,0,2020-03-23
16181,Oceania,新喀里多尼亚,,4,0.0,0,0,2020-03-23
16182,Africa,赞比亚共和国,,3,0.0,0,0,2020-03-23
16183,Africa,佛得角,,3,0.0,0,0,2020-03-23
16184,North America,库拉索岛,,3,0.0,0,1,2020-03-23
16185,North America,圣卢西亚,St.Lucia,2,0.0,0,0,2020-03-23
16186,North America,尼加拉瓜,Nicaragua,2,0.0,0,0,2020-03-23
16187,Oceania,斐济,Fiji,2,0.0,0,0,2020-03-23
16188,Africa,尼日尔,Niger,2,0.0,0,0,2020-03-23
16189,Europe,马恩岛,,2,0.0,0,0,2020-03-23
16190,North America,海地,Haiti,2,0.0,0,0,2020-03-23
16191,Africa,莫桑比克,Mozambique,1,0.0,0,0,2020-03-23
16192,North America,蒙特塞拉特,,1,0.0,0,0,2020-03-23
16193,Europe,意大利,Italy,59138,0.0,7024,5476,2020-03-23
16194,North America,美国,United States of America,33073,0.0,178,409,2020-03-23
16195,Europe,德国,Germany,25279,0.0,239,91,2020-03-23
16196,Europe,西班牙,Spain,28572,0.0,2575,1720,2020-03-23
16197,Europe,法国,France,16018,0.0,1587,674,2020-03-23
16198,Asia,伊朗,Iran,21638,0.0,7913,1685,2020-03-23
16199,Europe,瑞士,Switzerland,7014,0.0,3,60,2020-03-23
16200,Europe,英国,United Kingdom,5683,0.0,93,281,2020-03-23
16201,Europe,荷兰,Netherlands,4204,0.0,0,179,2020-03-23
16202,Europe,奥地利,Austria,3244,0.0,9,16,2020-03-23
16203,Europe,比利时,Belgium,3401,0.0,290,75,2020-03-23
16204,Europe,挪威,Norway,2262,0.0,0,7,2020-03-23
16205,Europe,瑞典,Sweden,1929,0.0,17,23,2020-03-23
16206,Europe,葡萄牙,Portugal,1600,0.0,3,12,2020-03-23
16207,South America,巴西,Brazil,1546,0.0,0,25,2020-03-23
16208,North America,加拿大,Canada,1470,0.0,12,20,2020-03-23
16209,Europe,丹麦,Denmark,1395,0.0,1,13,2020-03-23
16210,Asia,土耳其,Turkey,1236,0.0,0,30,2020-03-23
16211,Asia,马来西亚,Malaysia,1306,0.0,139,10,2020-03-23
16212,Europe,捷克,Czech Republic,1120,0.0,6,1,2020-03-23
16213,Oceania,澳大利亚,Australia,1098,0.0,27,7,2020-03-23
16214,Asia,以色列,Israel,1071,0.0,37,1,2020-03-23
16215,Europe,爱尔兰,Ireland,906,0.0,0,4,2020-03-23
16216,Asia,日本,Japan,1101,0.0,215,41,2020-03-23
16217,Europe,卢森堡,Luxembourg,798,0.0,0,8,2020-03-23
16218,Asia,巴基斯坦,Pakistan,761,0.0,2,4,2020-03-23
16219,South America,智利,Chile,632,0.0,8,1,2020-03-23
16220,Europe,芬兰,Finland,626,0.0,10,1,2020-03-23
16221,Europe,波兰,Poland,634,0.0,13,7,2020-03-23
16222,Europe,希腊,Greece,624,0.0,19,15,2020-03-23
16223,Europe,冰岛,Iceland,568,0.0,0,1,2020-03-23
16224,Asia,泰国,Thailand,599,0.0,45,1,2020-03-23
16225,South America,厄瓜多尔,Ecuador,506,0.0,0,7,2020-03-23
16226,Asia,沙特阿拉伯,Saudi Arabia,511,0.0,16,0,2020-03-23
16227,Asia,卡塔尔,Qatar,494,0.0,33,0,2020-03-23
16228,Asia,印度尼西亚,Indonesia,514,0.0,9,48,2020-03-23
16229,Europe,斯洛文尼亚,Slovenia,414,0.0,0,2,2020-03-23
16230,Europe,俄罗斯,Russia,396,0.0,16,1,2020-03-23
16231,Asia,印度,India,396,0.0,23,7,2020-03-23
16232,Asia,菲律宾,Philippines,380,0.0,17,25,2020-03-23
16233,Europe,罗马尼亚,Romania,367,0.0,31,1,2020-03-23
16234,Europe,爱沙尼亚,Estonia,326,0.0,0,0,2020-03-23
16235,Asia,新加坡,Singapore,455,0.0,140,2,2020-03-23
16236,Africa,南非,South Africa,274,0.0,0,0,2020-03-23
16237,Africa,埃及,Egypt,327,0.0,56,14,2020-03-23
16238,North America,墨西哥,Mexico,251,0.0,1,2,2020-03-23
16239,North America,巴拿马,Panama,245,0.0,0,3,2020-03-23
16240,Asia,黎巴嫩,Lebanon,245,0.0,8,4,2020-03-23
16241,South America,阿根廷,Argentina,225,0.0,1,4,2020-03-23
16242,Europe,塞尔维亚,Republic of Serbia,222,0.0,0,2,2020-03-23
16243,South America,哥伦比亚,Colombia,210,0.0,0,1,2020-03-23
16244,Europe,克罗地亚,Croatia,206,0.0,5,1,2020-03-23
16245,Asia,亚美尼亚,Armenia,190,0.0,2,0,2020-03-23
16246,Europe,斯洛伐克,Slovakia,185,0.0,0,1,2020-03-23
16247,Asia,巴林,Bahrain,334,0.0,149,2,2020-03-23
16248,Europe,保加利亚,Bulgaria,187,0.0,3,3,2020-03-23
16249,Africa,阿尔及利亚,Algeria,201,0.0,12,17,2020-03-23
16250,Asia,科威特,Kuwait,188,0.0,30,0,2020-03-23
16251,Asia,伊拉克,Iraq,233,0.0,57,20,2020-03-23
16252,Europe,立陶宛,Lithuania,141,0.0,1,1,2020-03-23
16253,Europe,拉脱维亚,Latvia,139,0.0,0,0,2020-03-23
16254,South America,乌拉圭,Uruguay,135,0.0,0,0,2020-03-23
16255,Europe,圣马力诺,San Marino,151,0.0,2,20,2020-03-23
16256,Europe,匈牙利,Hungary,131,0.0,7,4,2020-03-23
16257,North America,哥斯达黎加,Costa Rica,117,0.0,0,2,2020-03-23
16258,Europe,安道尔,Andorra,114,0.0,1,1,2020-03-23
16259,Asia,约旦,Jordan,112,0.0,1,0,2020-03-23
16260,Africa,摩洛哥,Morocco,115,0.0,3,4,2020-03-23
16261,Oceania,新西兰,New Zealand,102,4.0,0,0,2020-03-23
16262,Asia,越南,Vietnam,113,0.0,17,0,2020-03-23
16263,Asia,塞浦路斯,Cyprus,95,0.0,0,1,2020-03-23
16264,Asia,柬埔寨,Kampuchea (Cambodia ),95,0.0,2,0,2020-03-23
16265,Europe,摩尔多瓦,Moldova,94,0.0,1,1,2020-03-23
16266,Europe,法罗群岛,Faroe,92,0.0,0,0,2020-03-23
16267,Europe,波黑,Bosnia and Herzegovina,92,0.0,0,1,2020-03-23
16268,Europe,北马其顿,North Macedonia,85,0.0,0,0,2020-03-23
16269,Asia,文莱,Brunei,88,0.0,4,0,2020-03-23
16270,Asia,斯里兰卡,SriLanka,81,0.0,1,0,2020-03-23
16271,Europe,阿尔巴尼亚,Albania,76,0.0,0,2,2020-03-23
16272,Europe,马耳他,Malta,73,0.0,0,0,2020-03-23
16273,Africa,突尼斯,Tunisia,75,0.0,0,3,2020-03-23
16274,South America,委内瑞拉,Venezuela,70,0.0,0,0,2020-03-23
16275,Africa,布基纳法索,Burkina Faso,72,0.0,5,3,2020-03-23
16276,Africa,塞内加尔,Senegal,67,0.0,5,0,2020-03-23
16277,Europe,白俄罗斯,Belarus,76,0.0,15,0,2020-03-23
16278,Asia,哈萨克斯坦,Kazakstan,56,0.0,0,0,2020-03-23
16279,Asia,阿塞拜疆,Azerbaijan,65,0.0,10,1,2020-03-23
16280,Asia,格鲁吉亚,Georgia,54,0.0,3,0,2020-03-23
16281,Africa,留尼旺,Reunion,47,0.0,0,0,2020-03-23
16282,Asia,乌兹别克斯坦,Uzbekistan,43,0.0,0,0,2020-03-23
16283,Asia,巴勒斯坦,Palestine,59,0.0,17,0,2020-03-23
16284,Asia,阿富汗,Afghanistan,40,0.0,0,0,2020-03-23
16285,Africa,喀麦隆,Cameroon,40,0.0,0,0,2020-03-23
16286,Asia,阿曼,Oman,55,0.0,17,0,2020-03-23
16287,Europe,列支敦士登,Liechtenstein,36,0.0,0,0,2020-03-23
16288,Africa,尼日利亚,Nigeria,30,0.0,2,0,2020-03-23
16289,Africa,刚果（金）,Democratic Republic of the Congo,30,0.0,0,2,2020-03-23
16290,Africa,科特迪瓦,Ivory Coast,25,0.0,1,0,2020-03-23
16291,Europe,摩纳哥,Monaco,23,0.0,0,0,2020-03-23
16292,Africa,毛里求斯,Mauritius,24,0.0,0,2,2020-03-23
16293,South America,巴拉圭,Paraguay,22,0.0,0,1,2020-03-23
16294,Asia,孟加拉国,Bangladesh,27,0.0,5,2,2020-03-23
16295,North America,波多黎各,Puerto Rico,21,0.0,0,1,2020-03-23
16296,South America,玻利维亚,Bolivia,19,0.0,0,0,2020-03-23
16297,North America,危地马拉,Guatemala,17,0.0,0,1,2020-03-23
16298,Africa,肯尼亚,Kenya,15,0.0,0,0,2020-03-23
16299,Oceania,法属波利尼西亚,French Polynesia,15,0.0,0,0,2020-03-23
16300,Europe,泽西岛,Bailiwick of Jersey,15,0.0,0,0,2020-03-23
16301,Oceania,关岛,Guam,15,0.0,0,1,2020-03-23
16302,Asia,吉尔吉斯斯坦,,14,0.0,0,0,2020-03-23
16303,Africa,坦桑尼亚,Tanzania,12,0.0,0,0,2020-03-23
16304,Africa,马约特,,11,0.0,0,0,2020-03-23
16305,Africa,赤道几内亚,The Republic of Equatorial Guinea,9,0.0,0,0,2020-03-23
16306,Africa,埃塞俄比亚,Ethiopia,11,0.0,4,0,2020-03-23
16307,Africa,塞舌尔,Seychelles,7,0.0,0,0,2020-03-23
16308,North America,美属维尔京群岛,,6,0.0,0,0,2020-03-23
16309,Oceania,新喀里多尼亚,,4,0.0,0,0,2020-03-23
16310,Africa,赞比亚共和国,,3,0.0,0,0,2020-03-23
16311,Africa,佛得角,,3,0.0,0,0,2020-03-23
16312,North America,库拉索岛,,3,0.0,0,1,2020-03-23
16313,North America,尼加拉瓜,Nicaragua,2,0.0,0,0,2020-03-23
16314,Oceania,斐济,Fiji,2,0.0,0,0,2020-03-23
16315,Africa,尼日尔,Niger,2,0.0,0,0,2020-03-23
16316,Europe,马恩岛,,2,0.0,0,0,2020-03-23
16317,North America,海地,Haiti,2,0.0,0,0,2020-03-23
16318,Africa,莫桑比克,Mozambique,1,0.0,0,0,2020-03-23
16319,North America,蒙特塞拉特,,1,0.0,0,0,2020-03-23
16472,Europe,波兰,Poland,634,0.0,13,7,2020-03-23
16473,Europe,波兰,Poland,634,0.0,13,7,2020-03-23
16490,Oceania,新西兰,New Zealand,102,4.0,0,0,2020-03-23
16491,Oceania,新西兰,New Zealand,102,4.0,0,0,2020-03-23
16495,South America,巴西,Brazil,1546,0.0,0,25,2020-03-23
16496,South America,巴西,Brazil,1546,0.0,0,25,2020-03-23
16497,North America,蒙特塞拉特,,1,0.0,0,0,2020-03-23
16531,Europe,意大利,Italy,59138,0.0,7024,5476,2020-03-23
16532,North America,美国,United States of America,33073,0.0,178,409,2020-03-23
16533,Europe,德国,Germany,25279,0.0,239,91,2020-03-23
16534,Europe,西班牙,Spain,28572,0.0,2575,1720,2020-03-23
16535,Europe,法国,France,16018,0.0,1587,674,2020-03-23
16536,Asia,伊朗,Iran,21638,0.0,7913,1685,2020-03-23
16537,Europe,瑞士,Switzerland,7014,0.0,3,60,2020-03-23
16539,Europe,英国,United Kingdom,5683,0.0,93,281,2020-03-23
16540,Europe,荷兰,Netherlands,4204,0.0,0,179,2020-03-23
16541,Europe,奥地利,Austria,3244,0.0,9,16,2020-03-23
16542,Europe,比利时,Belgium,3401,0.0,290,75,2020-03-23
16543,Europe,挪威,Norway,2262,0.0,0,7,2020-03-23
16544,Europe,瑞典,Sweden,1929,0.0,17,23,2020-03-23
16545,Europe,葡萄牙,Portugal,1600,0.0,3,12,2020-03-23
16546,North America,加拿大,Canada,1470,0.0,12,20,2020-03-23
16547,Europe,丹麦,Denmark,1395,0.0,1,13,2020-03-23
16548,Asia,土耳其,Turkey,1236,0.0,0,30,2020-03-23
16549,Asia,马来西亚,Malaysia,1306,0.0,139,10,2020-03-23
16550,Europe,捷克,Czech Republic,1120,0.0,6,1,2020-03-23
16551,Asia,以色列,Israel,1071,0.0,37,1,2020-03-23
16552,Europe,爱尔兰,Ireland,906,0.0,0,4,2020-03-23
16553,Asia,日本,Japan,1101,0.0,215,41,2020-03-23
16554,Europe,卢森堡,Luxembourg,798,0.0,0,8,2020-03-23
16555,Asia,巴基斯坦,Pakistan,761,0.0,2,4,2020-03-23
16556,South America,智利,Chile,632,0.0,8,1,2020-03-23
16557,Europe,芬兰,Finland,626,0.0,10,1,2020-03-23
16558,Europe,希腊,Greece,624,0.0,19,15,2020-03-23
16559,Europe,冰岛,Iceland,568,0.0,0,1,2020-03-23
16560,Europe,波兰,Poland,563,0.0,13,7,2020-03-23
16561,South America,厄瓜多尔,Ecuador,506,0.0,0,7,2020-03-23
16562,Asia,沙特阿拉伯,Saudi Arabia,511,0.0,16,0,2020-03-23
16563,Asia,卡塔尔,Qatar,494,0.0,33,0,2020-03-23
16564,Asia,印度尼西亚,Indonesia,514,0.0,9,48,2020-03-23
16565,Europe,斯洛文尼亚,Slovenia,414,0.0,0,2,2020-03-23
16566,Europe,俄罗斯,Russia,396,0.0,16,1,2020-03-23
16567,Asia,印度,India,396,0.0,23,7,2020-03-23
16568,Asia,菲律宾,Philippines,380,0.0,17,25,2020-03-23
16569,Europe,罗马尼亚,Romania,367,0.0,31,1,2020-03-23
16570,Europe,爱沙尼亚,Estonia,326,0.0,0,0,2020-03-23
16571,Asia,新加坡,Singapore,455,0.0,140,2,2020-03-23
16572,Africa,南非,South Africa,274,0.0,0,0,2020-03-23
16573,Africa,埃及,Egypt,327,0.0,56,14,2020-03-23
16574,Asia,黎巴嫩,Lebanon,245,0.0,8,4,2020-03-23
16575,Europe,塞尔维亚,Republic of Serbia,222,0.0,0,2,2020-03-23
16576,Europe,克罗地亚,Croatia,206,0.0,5,1,2020-03-23
16577,Asia,亚美尼亚,Armenia,190,0.0,2,0,2020-03-23
16578,Europe,斯洛伐克,Slovakia,185,0.0,0,1,2020-03-23
16579,Asia,巴林,Bahrain,334,0.0,149,2,2020-03-23
16580,Europe,保加利亚,Bulgaria,187,0.0,3,3,2020-03-23
16581,Africa,阿尔及利亚,Algeria,201,0.0,12,17,2020-03-23
16582,Asia,科威特,Kuwait,188,0.0,30,0,2020-03-23
16583,Asia,伊拉克,Iraq,233,0.0,57,20,2020-03-23
16584,Europe,立陶宛,Lithuania,141,0.0,1,1,2020-03-23
16585,Europe,拉脱维亚,Latvia,139,0.0,0,0,2020-03-23
16586,Europe,圣马力诺,San Marino,151,0.0,2,20,2020-03-23
16587,Europe,匈牙利,Hungary,131,0.0,7,4,2020-03-23
16588,Europe,安道尔,Andorra,114,0.0,1,1,2020-03-23
16589,Asia,约旦,Jordan,112,0.0,1,0,2020-03-23
16590,Africa,摩洛哥,Morocco,115,0.0,3,4,2020-03-23
16591,Asia,越南,Vietnam,113,0.0,17,0,2020-03-23
16592,Asia,塞浦路斯,Cyprus,95,0.0,0,1,2020-03-23
16593,Asia,柬埔寨,Kampuchea (Cambodia ),95,0.0,2,0,2020-03-23
16594,Europe,摩尔多瓦,Moldova,94,0.0,1,1,2020-03-23
16595,Europe,法罗群岛,Faroe,92,0.0,0,0,2020-03-23
16596,Europe,波黑,Bosnia and Herzegovina,92,0.0,0,1,2020-03-23
16597,Europe,北马其顿,North Macedonia,85,0.0,0,0,2020-03-23
16598,Asia,文莱,Brunei,88,0.0,4,0,2020-03-23
16599,Asia,斯里兰卡,SriLanka,81,0.0,1,0,2020-03-23
16600,Europe,马耳他,Malta,73,0.0,0,0,2020-03-23
16601,Africa,突尼斯,Tunisia,75,0.0,0,3,2020-03-23
16602,Africa,布基纳法索,Burkina Faso,72,0.0,5,3,2020-03-23
16603,Africa,塞内加尔,Senegal,67,0.0,5,0,2020-03-23
16604,Europe,白俄罗斯,Belarus,76,0.0,15,0,2020-03-23
16605,Asia,哈萨克斯坦,Kazakstan,56,0.0,0,0,2020-03-23
16606,Asia,阿塞拜疆,Azerbaijan,65,0.0,10,1,2020-03-23
16607,Asia,格鲁吉亚,Georgia,54,0.0,3,0,2020-03-23
16608,Africa,留尼旺,Reunion,47,0.0,0,0,2020-03-23
16609,Asia,乌兹别克斯坦,Uzbekistan,43,0.0,0,0,2020-03-23
16610,Asia,阿富汗,Afghanistan,40,0.0,0,0,2020-03-23
16611,Africa,喀麦隆,Cameroon,40,0.0,0,0,2020-03-23
16612,Europe,列支敦士登,Liechtenstein,36,0.0,0,0,2020-03-23
16613,Africa,尼日利亚,Nigeria,30,0.0,2,0,2020-03-23
16614,Africa,刚果（金）,Democratic Republic of the Congo,30,0.0,0,2,2020-03-23
16615,Africa,科特迪瓦,Ivory Coast,25,0.0,1,0,2020-03-23
16616,Europe,摩纳哥,Monaco,23,0.0,0,0,2020-03-23
16617,Africa,毛里求斯,Mauritius,24,0.0,0,2,2020-03-23
16618,Asia,孟加拉国,Bangladesh,27,0.0,5,2,2020-03-23
16619,North America,波多黎各,Puerto Rico,21,0.0,0,1,2020-03-23
16620,South America,玻利维亚,Bolivia,19,0.0,0,0,2020-03-23
16621,Africa,肯尼亚,Kenya,15,0.0,0,0,2020-03-23
16622,Oceania,法属波利尼西亚,French Polynesia,15,0.0,0,0,2020-03-23
16623,Europe,泽西岛,Bailiwick of Jersey,15,0.0,0,0,2020-03-23
16624,Oceania,关岛,Guam,15,0.0,0,1,2020-03-23
16625,Asia,吉尔吉斯斯坦,,14,0.0,0,0,2020-03-23
16626,Africa,坦桑尼亚,Tanzania,12,0.0,0,0,2020-03-23
16627,Africa,马约特,,11,0.0,0,0,2020-03-23
16628,Africa,赤道几内亚,The Republic of Equatorial Guinea,9,0.0,0,0,2020-03-23
16629,Africa,塞舌尔,Seychelles,7,0.0,0,0,2020-03-23
16630,North America,美属维尔京群岛,,6,0.0,0,0,2020-03-23
16631,Oceania,新喀里多尼亚,,4,0.0,0,0,2020-03-23
16632,Africa,赞比亚共和国,,3,0.0,0,0,2020-03-23
16633,Africa,佛得角,,3,0.0,0,0,2020-03-23
16634,North America,库拉索岛,,3,0.0,0,1,2020-03-23
16635,North America,尼加拉瓜,Nicaragua,2,0.0,0,0,2020-03-23
16636,Oceania,斐济,Fiji,2,0.0,0,0,2020-03-23
16637,Africa,尼日尔,Niger,2,0.0,0,0,2020-03-23
16638,Europe,马恩岛,,2,0.0,0,0,2020-03-23
16639,Africa,莫桑比克,Mozambique,1,0.0,0,0,2020-03-23
16640,North America,蒙特塞拉特,,1,0.0,0,0,2020-03-23
16641,Europe,意大利,Italy,59138,0.0,7024,5476,2020-03-23
16642,North America,美国,United States of America,33073,0.0,178,409,2020-03-23
16643,Europe,德国,Germany,25279,0.0,239,91,2020-03-23
16644,Europe,西班牙,Spain,28572,0.0,2575,1720,2020-03-23
16645,Europe,法国,France,16018,0.0,1587,674,2020-03-23
16646,Europe,瑞士,Switzerland,7014,0.0,3,60,2020-03-23
16648,Europe,英国,United Kingdom,5683,0.0,93,281,2020-03-23
16649,Europe,荷兰,Netherlands,4204,0.0,0,179,2020-03-23
16650,Europe,奥地利,Austria,3244,0.0,9,16,2020-03-23
16651,Europe,比利时,Belgium,3401,0.0,290,75,2020-03-23
16652,Europe,挪威,Norway,2262,0.0,0,7,2020-03-23
16653,Europe,瑞典,Sweden,1929,0.0,17,23,2020-03-23
16654,Europe,葡萄牙,Portugal,1600,0.0,3,12,2020-03-23
16655,North America,加拿大,Canada,1470,0.0,12,20,2020-03-23
16656,Europe,丹麦,Denmark,1395,0.0,1,13,2020-03-23
16657,Asia,土耳其,Turkey,1236,0.0,0,30,2020-03-23
16658,Asia,马来西亚,Malaysia,1306,0.0,139,10,2020-03-23
16659,Europe,捷克,Czech Republic,1120,0.0,6,1,2020-03-23
16660,Asia,以色列,Israel,1071,0.0,37,1,2020-03-23
16661,Europe,爱尔兰,Ireland,906,0.0,0,4,2020-03-23
16662,Asia,日本,Japan,1101,0.0,215,41,2020-03-23
16663,Asia,巴基斯坦,Pakistan,761,0.0,2,4,2020-03-23
16664,South America,智利,Chile,632,0.0,8,1,2020-03-23
16665,Europe,芬兰,Finland,626,0.0,10,1,2020-03-23
16666,Europe,希腊,Greece,624,0.0,19,15,2020-03-23
16667,Europe,冰岛,Iceland,568,0.0,0,1,2020-03-23
16668,Europe,波兰,Poland,563,0.0,13,7,2020-03-23
16669,South America,厄瓜多尔,Ecuador,506,0.0,0,7,2020-03-23
16670,Asia,沙特阿拉伯,Saudi Arabia,511,0.0,16,0,2020-03-23
16671,Asia,卡塔尔,Qatar,494,0.0,33,0,2020-03-23
16672,Europe,斯洛文尼亚,Slovenia,414,0.0,0,2,2020-03-23
16673,Europe,俄罗斯,Russia,396,0.0,16,1,2020-03-23
16674,Asia,印度,India,396,0.0,23,7,2020-03-23
16675,Asia,菲律宾,Philippines,380,0.0,17,25,2020-03-23
16676,Europe,罗马尼亚,Romania,367,0.0,31,1,2020-03-23
16677,Europe,爱沙尼亚,Estonia,326,0.0,0,0,2020-03-23
16678,Asia,新加坡,Singapore,455,0.0,140,2,2020-03-23
16679,Africa,南非,South Africa,274,0.0,0,0,2020-03-23
16680,Africa,埃及,Egypt,327,0.0,56,14,2020-03-23
16681,Asia,黎巴嫩,Lebanon,245,0.0,8,4,2020-03-23
16682,Europe,塞尔维亚,Republic of Serbia,222,0.0,0,2,2020-03-23
16683,Europe,克罗地亚,Croatia,206,0.0,5,1,2020-03-23
16684,Asia,亚美尼亚,Armenia,190,0.0,2,0,2020-03-23
16685,Europe,斯洛伐克,Slovakia,185,0.0,0,1,2020-03-23
16686,Asia,巴林,Bahrain,334,0.0,149,2,2020-03-23
16687,Europe,保加利亚,Bulgaria,187,0.0,3,3,2020-03-23
16688,Africa,阿尔及利亚,Algeria,201,0.0,12,17,2020-03-23
16689,Asia,科威特,Kuwait,188,0.0,30,0,2020-03-23
16690,Asia,伊拉克,Iraq,233,0.0,57,20,2020-03-23
16691,Europe,立陶宛,Lithuania,141,0.0,1,1,2020-03-23
16692,Europe,拉脱维亚,Latvia,139,0.0,0,0,2020-03-23
16693,Europe,圣马力诺,San Marino,151,0.0,2,20,2020-03-23
16694,Europe,匈牙利,Hungary,131,0.0,7,4,2020-03-23
16695,Europe,安道尔,Andorra,114,0.0,1,1,2020-03-23
